,1em5,1.5em5,2em5,2.5em5,3em5,3.5em5,4em5,4.5em5,5em5
7429,38,135,336,665,1103,1799,2618,3823,5173
7430,51,133,311,670,1176,1786,2713,3903,5177
7431,37,147,325,627,1126,1797,2611,3819,5138
7432,50,118,342,624,1122,1783,2723,3822,5216
7433,36,163,300,705,1146,1800,2692,3788,5375
7434,35,141,341,609,1147,1797,2675,3842,5172
7435,35,154,332,656,1081,1815,2546,3777,5244
7436,45,142,339,593,1113,1709,2664,3727,5264
7437,41,123,335,664,1142,1795,2783,3795,5131
7438,42,141,314,639,1120,1794,2651,3854,5137
7439,50,155,333,605,1185,1764,2685,3690,5196
7440,42,122,355,639,1190,1823,2701,3727,5328
7441,43,120,367,681,1116,1792,2670,3797,5159
7442,38,152,340,648,1114,1824,2678,3806,5318
7443,41,148,342,657,1138,1853,2794,3840,5271
7444,40,157,339,650,1128,1767,2595,3778,5226
7445,37,146,332,649,1105,1787,2659,3799,5256
7446,51,141,321,626,1084,1752,2691,3881,5224
7447,36,139,307,719,1144,1872,2707,3881,5243
7448,51,153,335,608,1051,1810,2675,3740,5233
7449,44,157,369,630,1129,1848,2620,3888,5226
7450,39,136,313,700,1126,1939,2606,3783,5394
7451,41,145,318,651,1120,1755,2590,3749,5239
7452,49,157,345,622,1144,1806,2748,3879,5231
7453,42,153,343,693,1132,1749,2687,3847,5221
7454,39,131,321,602,1126,1740,2698,3884,5186
7455,51,142,320,668,1092,1871,2662,3800,5359
7456,49,132,344,635,1104,1824,2721,3795,5292
7457,40,150,373,667,1198,1846,2540,3817,5233
7458,37,165,333,672,1071,1808,2675,3728,5242
7459,42,149,351,644,1181,1798,2761,3766,5257
7460,44,141,333,672,1130,1830,2637,3836,5212
7461,33,145,342,648,1158,1886,2611,3885,5277
7462,40,138,376,646,1096,1751,2704,3738,5313
7463,30,155,346,699,1152,1863,2736,3753,5244
7464,43,146,329,668,1135,1870,2725,3872,5228
7465,49,142,344,671,1087,1761,2628,3804,5296
7466,48,129,296,678,1105,1847,2721,3754,5185
7467,41,152,334,641,1114,1780,2600,3860,5211
7468,40,149,332,643,1158,1800,2745,3819,5189
7469,41,136,356,629,1179,1866,2644,3922,5265
7470,42,138,341,649,1168,1787,2654,3726,5135
7471,34,123,360,657,1118,1767,2640,3768,5224
7472,50,132,311,638,1156,1806,2647,3791,5203
7473,48,136,336,628,1118,1813,2667,3777,5165
7474,40,143,335,654,1126,1836,2730,3774,5282
7475,47,133,370,598,1138,1804,2717,3812,5212
7476,37,147,350,649,1142,1802,2657,3774,5191
7477,38,142,364,688,1150,1739,2734,3844,5342
7478,49,142,350,612,1098,1781,2767,3798,5352
7479,43,124,343,660,1092,1738,2691,3910,5187
7480,43,152,329,658,1112,1740,2754,3755,5400
7481,48,138,330,655,1113,1771,2727,3668,5110
7482,42,142,355,601,1116,1790,2667,3753,5357
7483,34,131,342,667,1167,1811,2690,3896,5174
7484,44,171,337,678,1155,1769,2726,3799,5325
7485,51,141,322,607,1158,1794,2659,3806,5102
7486,41,150,324,642,1039,1784,2649,3831,5175
7487,41,150,326,665,1093,1802,2633,3862,5250
7488,39,138,301,673,1192,1768,2669,3811,5281
7489,44,111,346,659,1099,1793,2751,3763,5270
7490,56,135,362,620,1097,1815,2710,3838,5339
7491,61,144,329,664,1127,1818,2604,3828,5243
7492,39,143,336,697,1130,1838,2732,3924,5197
7493,44,114,324,664,1135,1791,2691,3864,5210
7494,52,158,347,628,1150,1878,2619,3764,5223
7495,44,140,312,664,1140,1813,2670,3870,5250
7496,44,149,307,651,1144,1774,2620,3698,5245
7497,43,140,339,678,1059,1863,2703,3832,5184
7498,46,120,362,644,1086,1770,2619,3807,5169
7499,44,135,309,640,1163,1898,2683,3867,5192
7500,53,159,303,645,1122,1819,2720,3775,5259
7501,50,135,356,661,1162,1857,2646,3737,5306
7502,46,155,353,651,1144,1783,2719,3752,5338
7503,48,135,306,602,1137,1807,2761,3991,5262
7504,49,143,341,647,1160,1808,2773,3798,5272
7505,25,165,344,654,1102,1784,2724,3781,5180
7506,44,155,347,650,1129,1759,2705,3802,5235
7507,49,163,332,598,1179,1812,2695,3785,5132
7508,47,147,353,657,1144,1817,2740,3794,5177
7509,47,143,300,649,1120,1830,2707,3892,5228
7510,52,135,348,616,1156,1746,2630,3761,5230
7511,41,126,331,659,1196,1761,2697,3882,5168
7512,50,133,337,672,1145,1794,2739,3742,5214
7513,41,146,341,661,1144,1823,2692,3815,5315
7514,35,139,345,639,1072,1731,2707,3854,5228
7515,39,141,340,654,1162,1785,2728,3833,5202
7516,28,137,311,667,1179,1768,2743,3814,5202
7517,40,151,310,619,1127,1806,2737,3751,5247
7518,41,133,317,635,1097,1783,2659,3839,5192
7519,41,135,363,652,1113,1867,2770,3820,5168
7520,33,139,297,668,1181,1770,2660,3826,5126
7521,38,150,349,661,1135,1867,2672,3833,5230
7522,41,168,312,601,1107,1839,2572,3732,5260
7523,33,133,341,654,1141,1736,2708,3900,5304
7524,40,137,304,680,1167,1783,2708,3699,5282
7525,45,144,333,683,1102,1765,2694,3773,5207
7526,41,158,304,650,1172,1844,2695,3648,5294
7527,39,157,368,696,1128,1843,2749,3880,5288
7528,38,142,340,628,1093,1855,2662,3879,5342
7529,38,135,347,686,1100,1752,2617,3821,5270
7530,42,174,323,636,1178,1811,2661,3778,5225
7531,45,147,345,655,1099,1790,2676,3907,5067
7532,41,157,324,678,1123,1736,2641,3737,5265
7533,54,135,348,650,1134,1776,2692,3865,5241
7534,41,150,354,671,1086,1861,2721,3853,5235
7535,47,132,325,680,1180,1824,2631,3799,5245
7536,36,124,328,710,1138,1853,2686,3753,5216
7537,50,148,318,667,1167,1801,2636,3877,5230
7538,42,133,326,649,1166,1759,2593,3875,5079
7539,52,146,329,692,1088,1736,2641,3847,5245
7540,43,126,335,685,1136,1848,2607,3872,5255
7541,39,135,326,675,1151,1803,2764,3820,5122
7542,41,140,314,644,1113,1802,2648,3771,5211
7543,49,160,353,651,1146,1793,2740,3832,5268
7544,30,145,351,621,1160,1801,2749,3783,5266
7545,38,134,332,646,1115,1808,2625,3884,5092
7546,48,146,327,618,1215,1758,2748,3829,5274
7547,46,152,348,648,1192,1829,2675,3730,5310
7548,38,155,344,691,1161,1793,2679,3873,5211
7549,47,145,328,641,1149,1799,2635,3858,5182
7550,45,161,336,693,1110,1850,2700,3805,5224
7551,42,133,348,647,1185,1846,2701,3846,5145
7552,37,136,334,592,1156,1793,2559,3766,5219
7553,59,138,312,664,1156,1741,2675,3791,5203
7554,29,128,334,692,1175,1824,2619,3878,5304
7555,47,137,335,647,1175,1880,2733,3780,5288
7556,45,142,315,682,1117,1743,2668,3877,5326
7557,53,145,333,680,1139,1820,2705,3898,5389
7558,37,125,331,656,1144,1782,2615,3824,5188
7559,43,127,357,603,1174,1808,2709,3847,5275
7560,46,169,332,649,1100,1775,2662,3797,5172
7561,34,142,335,685,1131,1801,2696,3836,5302
7562,52,122,332,674,1095,1780,2646,3785,5169
7563,64,160,323,627,1091,1780,2703,3782,5164
7564,41,164,356,640,1136,1759,2660,3834,5413
7565,49,138,327,738,1102,1808,2799,3838,5338
7566,38,131,314,645,1137,1742,2636,3840,5448
7567,46,141,335,662,1105,1811,2708,3835,5232
7568,47,151,344,671,1118,1798,2613,3827,5235
7569,36,154,309,666,1135,1818,2725,3825,5257
7570,50,157,370,680,1121,1797,2719,3710,5253
7571,40,142,323,659,1170,1834,2611,3920,5237
7572,38,152,319,673,1150,1868,2742,3795,5259
7573,39,127,333,633,1131,1743,2745,3806,5239
7574,45,153,354,693,1114,1779,2669,3840,5197
7575,41,152,311,639,1196,1783,2688,3831,5296
7576,33,145,351,622,1110,1798,2768,3951,5179
7577,40,141,370,646,1125,1839,2732,3859,5472
7578,37,126,347,676,1156,1835,2747,3818,5166
7579,44,147,323,692,1124,1787,2709,3925,5256
7580,45,134,306,665,1119,1800,2579,3842,5285
7581,41,152,336,640,1125,1822,2671,3846,5295
7582,49,122,352,680,1141,1788,2682,3804,5147
7583,39,134,331,645,1177,1769,2612,3772,5234
7584,43,141,297,676,1125,1720,2603,3922,5308
7585,52,156,336,671,1121,1794,2758,3695,5335
7586,46,144,353,661,1088,1801,2639,3802,5294
7587,43,136,293,693,1123,1786,2635,3788,5133
7588,58,135,342,616,1126,1673,2553,3603,5239
7589,52,127,334,651,1148,1755,2714,3850,5252
7590,31,134,334,679,1136,1814,2571,3689,5207
7591,44,123,327,694,1129,1744,2717,3769,5167
7592,41,143,296,729,1113,1832,2636,3864,5249
7593,38,141,376,678,1069,1802,2683,3841,5236
7594,44,161,352,649,1155,1792,2647,3741,5216
7595,41,146,364,658,1113,1807,2712,3801,5198
7596,46,155,340,639,1192,1759,2656,3808,5213
7597,47,167,351,619,1183,1858,2696,3788,5221
7598,36,153,382,653,1094,1781,2607,3887,5108
7599,34,149,295,643,1160,1757,2688,3766,5143
7600,40,120,360,591,1145,1856,2693,3836,5311
7601,50,133,299,621,1071,1765,2620,3931,5376
7602,37,134,315,661,1119,1814,2705,3770,5203
7603,37,119,362,668,1147,1790,2674,3692,5353
7604,30,131,303,670,1139,1861,2640,3727,5246
7605,39,146,317,624,1157,1846,2650,3791,5329
7606,39,134,342,642,1111,1758,2628,3849,5250
7607,55,134,334,699,1094,1821,2673,3864,5362
7608,39,137,329,636,1153,1863,2671,3816,5316
7609,37,145,320,672,1077,1800,2664,3776,5127
7610,45,148,342,647,1128,1758,2760,3818,5294
7611,37,144,322,641,1130,1860,2702,3741,5222
7612,35,153,354,613,1141,1784,2540,3673,5338
7613,49,145,322,666,1146,1787,2713,3764,5341
7614,52,136,329,599,1150,1713,2708,3807,5230
7615,48,162,328,638,1171,1835,2722,3772,5308
7616,39,145,307,603,1044,1813,2621,3930,5234
7617,56,132,365,612,1111,1737,2659,3867,5224
7618,39,141,311,670,1154,1820,2685,3962,5344
7619,40,136,356,628,1132,1790,2675,3816,5234
7620,51,158,327,664,1147,1762,2728,3795,5231
7621,42,162,313,697,1145,1858,2699,3802,5187
7622,47,144,361,650,1088,1866,2715,3828,5245
7623,37,148,337,661,1159,1878,2636,3841,5089
7624,30,132,322,646,1191,1791,2718,3742,5232
7625,52,153,325,623,1087,1812,2717,3860,5177
7626,45,145,334,642,1168,1769,2634,3791,5117
7627,28,154,347,658,1174,1799,2679,3688,5226
7628,40,124,348,683,1106,1792,2659,3793,5191
7629,49,138,329,660,1161,1711,2686,3852,5276
7630,48,150,356,625,1138,1783,2673,3832,5139
7631,47,126,334,651,1132,1793,2549,3816,5232
7632,31,147,338,631,1086,1807,2690,3806,5152
7633,35,155,319,672,1129,1831,2666,3883,5218
7634,39,139,338,682,1175,1815,2662,3826,5118
7635,39,138,312,681,1091,1770,2618,3785,5211
7636,38,109,299,642,1132,1790,2684,3751,5195
7637,43,127,317,614,1116,1716,2693,3810,5318
7638,43,144,359,618,1120,1766,2677,3735,5221
7639,57,146,350,676,1161,1757,2673,3772,5231
7640,37,146,310,690,1148,1773,2683,3856,5391
7641,43,156,340,677,1143,1764,2737,3789,5276
7642,41,141,359,685,1210,1885,2668,3754,5222
7643,37,144,341,664,1133,1753,2627,3921,5345
7644,49,141,327,637,1093,1762,2572,3864,5215
7645,39,158,342,640,1126,1751,2664,3777,5146
7646,39,143,369,681,1128,1748,2726,3823,5202
7647,46,128,346,678,1135,1833,2773,3662,5175
7648,33,125,323,623,1092,1780,2677,3873,5277
7649,45,154,347,621,1067,1914,2685,3808,5124
7650,45,141,323,664,1143,1768,2527,3866,5182
7651,41,142,343,673,1144,1729,2578,3815,5171
7652,38,142,320,635,1123,1859,2693,3871,5283
7653,45,137,311,621,1054,1737,2668,3747,5339
7654,40,161,328,684,1106,1796,2702,3755,5242
7655,38,125,355,678,1126,1791,2715,3789,5326
7656,30,152,343,648,1165,1804,2694,3751,5175
7657,44,139,345,639,1105,1814,2723,3886,5390
7658,41,135,337,640,1090,1716,2625,3833,5266
7659,36,136,338,665,1195,1785,2619,3892,5219
7660,44,118,338,672,1107,1816,2660,3908,5194
7661,35,151,328,650,1104,1848,2550,3876,5147
7662,42,129,348,671,1138,1710,2719,3820,5159
7663,46,142,342,703,1147,1835,2611,3745,5169
7664,41,137,344,612,1137,1746,2730,3903,5109
7665,35,152,326,597,1184,1758,2608,3861,5256
7666,49,127,343,667,1128,1829,2714,3668,5243
7667,37,136,320,607,1159,1752,2690,3820,5204
7668,37,136,343,671,1139,1780,2690,3849,5188
7669,36,151,355,648,1135,1784,2727,3855,5130
7670,57,148,350,659,1102,1750,2713,3835,5207
7671,52,145,326,669,1065,1755,2718,3843,5216
7672,34,146,320,599,1098,1791,2663,3881,5230
7673,44,162,337,659,1130,1799,2660,3872,5272
7674,49,125,303,648,1138,1762,2765,3781,5283
7675,43,122,320,677,1164,1792,2741,3759,5322
7676,41,155,312,656,1129,1808,2585,3784,5123
7677,45,139,314,614,1152,1808,2660,3821,5311
7678,48,136,320,642,1173,1804,2640,3850,5288
7679,49,138,332,633,1138,1756,2657,3761,5325
7680,36,151,357,643,1054,1798,2688,3875,5276
7681,40,147,356,662,1120,1784,2768,3765,5152
7682,42,147,349,622,1124,1787,2632,3780,5296
7683,42,130,342,639,1073,1815,2591,3921,5169
7684,36,131,339,657,1111,1787,2641,3799,5265
7685,39,136,321,644,1145,1840,2720,3736,5123
7686,43,150,354,684,1132,1854,2701,3815,5345
7687,44,134,331,648,1086,1773,2667,3772,5288
7688,43,143,332,655,1179,1817,2729,3742,5323
7689,35,132,326,680,1169,1766,2677,3823,5209
7690,42,138,301,639,1144,1823,2745,3701,5262
7691,28,149,330,676,1166,1771,2743,3777,5286
7692,47,144,361,625,1150,1762,2725,3838,5320
7693,38,163,325,664,1104,1788,2687,3829,5300
7694,37,153,315,598,1146,1743,2671,3759,5230
7695,38,140,346,636,1106,1818,2726,3867,5176
7696,37,155,338,666,1122,1783,2614,3696,5076
7697,40,150,344,634,1087,1808,2690,3989,5147
7698,40,153,372,672,1144,1775,2660,3726,5254
7699,56,159,359,673,1106,1815,2644,3823,5217
7700,37,161,357,686,1122,1879,2670,3699,5246
7701,58,130,347,622,1090,1821,2543,3828,5316
7702,45,148,338,601,1111,1741,2682,3782,5148
7703,43,129,350,689,1093,1771,2719,3830,5140
7704,49,136,330,672,1187,1759,2661,3850,5331
7705,29,139,362,665,1112,1759,2733,3835,5321
7706,41,148,321,620,1177,1735,2706,3769,5200
7707,45,128,341,715,1126,1860,2601,3814,5196
7708,52,144,340,622,1157,1788,2626,3853,5187
7709,40,138,348,634,1107,1811,2706,3923,5328
7710,41,115,316,678,1157,1779,2674,3894,5295
7711,42,138,317,687,1165,1879,2698,3775,5297
7712,44,148,299,671,1097,1746,2760,3910,5324
7713,35,162,370,700,1183,1750,2685,3799,5224
7714,34,142,372,625,1151,1754,2688,3835,5193
7715,43,155,319,657,1148,1839,2673,3846,5242
7716,39,148,326,651,1121,1752,2761,3852,5212
7717,38,171,311,643,1083,1766,2737,3854,5300
7718,43,123,365,652,1153,1757,2676,3757,5192
7719,43,145,316,667,1121,1811,2692,3871,5218
7720,38,170,325,635,1179,1788,2711,3771,5388
7721,30,155,362,630,1131,1757,2670,3813,5259
7722,42,139,320,674,1110,1772,2667,3787,5191
7723,42,134,313,691,1118,1828,2674,3834,5222
7724,45,127,358,654,1186,1760,2667,3877,5286
7725,41,163,346,679,1109,1776,2681,3901,5188
7726,44,147,338,620,1138,1823,2699,3791,5230
7727,37,139,340,649,1125,1798,2646,3812,5207
7728,44,133,343,659,1138,1794,2630,3971,5255
7729,45,126,312,654,1135,1753,2648,3927,5278
7730,47,149,300,637,1175,1786,2721,3915,5115
7731,41,135,355,634,1125,1810,2765,3823,5302
7732,41,161,345,634,1094,1738,2672,3883,5171
7733,40,155,349,655,1119,1752,2618,3860,5257
7734,46,140,321,663,1115,1861,2628,3800,5254
7735,41,133,350,632,1172,1794,2686,3832,5252
7736,45,159,338,612,1131,1873,2690,3810,5323
7737,37,144,306,700,1104,1826,2816,3870,5241
7738,51,142,354,683,1129,1806,2705,3872,5243
7739,49,153,311,654,1104,1768,2618,3946,5206
7740,47,141,343,620,1112,1836,2599,3823,5328
7741,48,142,318,645,1110,1783,2649,3755,5262
7742,44,146,342,628,1132,1781,2668,3889,5219
7743,40,136,342,682,1151,1745,2682,3869,5441
7744,42,124,328,620,1142,1769,2732,3914,5279
7745,47,147,295,633,1170,1816,2664,3790,5321
7746,43,132,318,655,1112,1769,2694,3866,5210
7747,38,135,340,625,1115,1751,2676,3727,5289
7748,37,132,338,675,1186,1811,2711,3821,5306
7749,50,126,321,635,1154,1771,2694,3791,5157
7750,39,141,301,681,1134,1799,2690,3917,5138
7751,40,136,348,649,1132,1781,2647,3801,5262
7752,46,128,332,668,1126,1755,2692,3867,5231
7753,40,139,345,670,1185,1762,2664,3812,5248
7754,49,139,330,663,1123,1843,2662,3821,5414
7755,37,147,341,703,1168,1759,2722,3830,5214
7756,37,119,339,673,1099,1811,2634,3811,5301
7757,33,142,328,699,1099,1776,2681,3873,5178
7758,45,149,363,619,1203,1826,2804,3848,5243
7759,32,127,346,638,1156,1779,2700,3724,5313
7760,31,125,331,641,1116,1825,2750,3746,5138
7761,44,144,299,593,1167,1830,2794,3816,5155
7762,39,126,351,642,1106,1923,2719,3901,5130
7763,37,137,343,653,1069,1790,2646,3777,5246
7764,35,128,346,663,1161,1760,2711,3779,5211
7765,45,145,342,683,1134,1805,2737,3899,5259
7766,35,152,340,641,1142,1844,2663,3844,5355
7767,41,129,327,649,1176,1822,2714,3861,5308
7768,37,158,334,671,1099,1800,2734,3842,5297
7769,39,139,346,650,1114,1737,2753,3802,5245
7770,44,139,344,633,1138,1768,2700,3720,5310
7771,43,130,297,604,1180,1786,2639,3723,5205
7772,40,148,369,703,1091,1832,2698,3860,5237
7773,38,121,304,646,1170,1794,2562,3825,5357
7774,41,129,327,639,1151,1826,2782,3953,5216
7775,42,140,335,643,1174,1778,2669,3873,5324
7776,34,139,324,671,1147,1809,2744,3787,5267
7777,36,177,363,635,1168,1765,2673,3791,5212
7778,47,138,339,665,1141,1799,2754,3793,5256
7779,35,142,321,634,1115,1725,2772,3788,5293
7780,31,171,340,650,1068,1835,2684,3842,5250
7781,43,140,338,633,1160,1753,2683,3784,5254
7782,43,142,328,632,1185,1745,2726,3706,5236
7783,49,128,332,697,1069,1759,2720,3798,5244
7784,46,138,334,628,1149,1796,2692,3718,5262
7785,33,141,340,654,1105,1787,2755,3900,5254
7786,38,144,334,675,1135,1765,2632,3794,5307
7787,42,132,328,665,1195,1836,2719,3838,5135
7788,45,156,360,635,1152,1789,2668,3880,5317
7789,48,128,355,575,1125,1853,2754,3739,5219
7790,44,150,371,679,1120,1820,2666,3830,5316
7791,46,133,396,667,1157,1821,2616,3821,5304
7792,36,143,333,663,1082,1769,2667,3887,5357
7793,40,132,353,647,1177,1822,2639,3842,5271
7794,40,129,314,655,1117,1822,2653,3858,5283
7795,44,136,323,676,1154,1818,2734,3777,5266
7796,46,130,343,656,1125,1872,2716,3755,5179
7797,46,128,297,680,1104,1801,2687,3914,5124
7798,42,149,354,713,1138,1836,2650,3932,5297
7799,38,151,328,616,1105,1803,2689,3711,5321
7800,44,147,338,689,1119,1788,2753,3856,5188
7801,45,151,332,664,1134,1792,2660,3734,5238
7802,46,136,318,687,1109,1806,2638,3892,5434
7803,35,134,327,646,1112,1822,2728,3868,5304
7804,41,147,333,680,1155,1831,2781,3858,5153
7805,38,152,375,686,1107,1774,2623,3695,5229
7806,38,133,363,714,1109,1821,2645,3755,5227
7807,40,152,348,625,1174,1753,2631,3852,5360
7808,46,146,347,650,1137,1771,2718,3777,5168
7809,45,148,320,672,1134,1810,2700,3791,5200
7810,44,133,318,684,1114,1801,2692,3825,5311
7811,42,151,300,640,1085,1810,2755,3932,5280
7812,35,146,309,669,1152,1836,2533,3806,5225
7813,50,139,377,700,1209,1811,2689,3863,5218
7814,44,129,324,666,1141,1797,2583,3813,5274
7815,54,150,341,673,1136,1798,2654,3932,5213
7816,51,134,365,693,1154,1745,2665,3757,5176
7817,54,127,327,671,1128,1848,2698,3869,5268
7818,33,128,351,651,1139,1786,2646,3811,5168
7819,44,135,313,668,1090,1741,2639,3774,5203
7820,35,132,324,652,1141,1819,2679,3787,5240
7821,45,138,369,646,1187,1822,2627,3934,5195
7822,39,147,300,655,1111,1735,2657,3786,5335
7823,41,141,336,653,1149,1845,2732,3741,5229
7824,37,158,335,670,1114,1780,2677,3827,5179
7825,49,144,333,629,1177,1782,2621,3831,5237
7826,38,134,329,657,1103,1751,2649,3777,5250
7827,40,140,327,671,1152,1781,2672,3723,5167
7828,37,137,334,616,1121,1741,2589,3827,5288
7829,38,177,360,708,1130,1779,2618,3801,5178
7830,53,127,368,668,1093,1794,2684,3811,5222
7831,53,125,330,663,1142,1715,2649,3774,5357
7832,47,142,337,620,1095,1715,2707,3721,5352
7833,42,137,352,601,1167,1879,2673,3903,5297
7834,36,166,313,632,1163,1831,2698,3803,5078
7835,37,122,358,691,1103,1810,2681,3932,5293
7836,50,166,337,627,1167,1728,2638,3680,5300
7837,41,150,356,650,1126,1761,2705,3837,5400
7838,65,154,365,662,1142,1810,2663,3859,5175
7839,35,120,340,622,1189,1824,2735,3754,5327
7840,48,131,321,694,1129,1787,2758,3744,5291
7841,35,156,345,683,1132,1782,2751,3849,5256
7842,49,123,309,622,1173,1862,2768,3797,5223
7843,51,152,337,668,1148,1798,2674,3860,5359
7844,41,126,336,651,1135,1769,2617,3831,5242
7845,36,141,348,622,1119,1788,2699,3877,5141
7846,42,129,319,655,1060,1778,2710,3877,5372
7847,41,151,353,642,1102,1779,2727,3916,5278
7848,43,149,328,644,1079,1798,2752,3788,5164
7849,48,142,369,623,1158,1848,2617,3786,5259
7850,33,149,308,647,1140,1795,2769,3775,5105
7851,45,162,320,659,1114,1824,2653,3803,5311
7852,54,154,354,678,1150,1786,2699,3779,5286
7853,40,135,352,643,1104,1747,2737,3790,5358
7854,40,134,371,677,1141,1872,2669,3810,5289
7855,48,122,329,653,1121,1797,2655,3901,5202
7856,34,142,355,654,1050,1766,2727,3783,5244
7857,51,160,349,646,1072,1738,2609,3892,5173
7858,37,128,315,687,1125,1823,2617,3911,5368
7859,39,158,378,631,1130,1799,2615,3834,5148
7860,42,149,330,623,1098,1745,2670,3839,5321
7861,32,130,358,670,1123,1789,2590,3875,5126
7862,31,144,377,646,1133,1835,2703,3756,5211
7863,52,165,368,623,1084,1794,2664,3787,5193
7864,45,156,298,623,1116,1747,2683,3880,5359
7865,45,148,340,658,1188,1848,2634,3912,5332
7866,37,118,339,670,1106,1826,2676,3767,5275
7867,51,143,337,678,1122,1768,2732,3817,5190
7868,43,157,320,682,1104,1781,2657,3842,5356
7869,39,116,360,661,1083,1849,2609,3752,5270
7870,47,128,342,655,1102,1796,2673,3885,5199
7871,45,157,343,671,1130,1755,2706,3796,5165
7872,45,143,298,649,1132,1743,2719,3845,5279
7873,42,152,323,620,1103,1758,2665,3808,5262
7874,39,132,321,631,1141,1798,2696,3826,5044
7875,38,148,362,644,1073,1824,2654,3798,5314
7876,34,129,333,678,1136,1818,2675,3834,5187
7877,30,134,336,694,1149,1735,2742,3781,5227
7878,54,157,348,634,1074,1792,2706,3839,5300
7879,43,144,329,618,1156,1893,2692,3804,5190
7880,42,146,355,603,1085,1856,2671,3785,5297
7881,34,142,354,644,1106,1797,2705,3826,5193
7882,39,151,327,628,1109,1762,2678,3858,5277
7883,46,139,354,614,1151,1795,2675,3758,5431
7884,34,146,320,616,1102,1775,2719,3703,5304
7885,38,139,346,681,1124,1786,2684,3845,5299
7886,53,139,325,624,1169,1719,2626,3811,5379
7887,44,144,314,652,1127,1829,2646,3831,5213
7888,50,147,341,676,1165,1812,2707,3789,5279
7889,40,144,338,631,1097,1849,2736,3721,5235
7890,46,129,330,588,1146,1834,2689,3689,5248
7891,39,130,333,670,1142,1767,2726,3793,5294
7892,43,137,303,623,1148,1833,2616,3896,5410
