,1em5,1.5em5,2em5,2.5em5,3em5,3.5em5,4em5,4.5em5,5em5
3826,49,128,347,683,1110,1809,2664,3771,5252
3827,50,149,359,668,1150,1744,2617,3753,5332
3828,40,128,327,666,1108,1734,2705,3719,5209
3829,39,154,332,700,1117,1774,2672,3841,5289
3830,36,144,342,706,1172,1751,2652,3829,5102
3831,44,142,319,637,1142,1715,2699,3855,5191
3832,42,138,341,656,1170,1783,2631,3717,5406
3833,46,136,334,615,1149,1772,2631,3915,5212
3834,32,135,344,665,1160,1728,2719,3861,5105
3835,47,137,346,637,1161,1765,2705,3873,5239
3836,47,143,296,701,1073,1735,2697,3820,5203
3837,43,136,328,643,1153,1731,2736,3825,5229
3838,48,141,320,665,1134,1836,2675,3790,5312
3839,44,139,346,656,1142,1848,2753,3899,5138
3840,40,137,331,692,1072,1806,2820,3896,5170
3841,36,154,349,657,1134,1830,2631,3779,5275
3842,47,130,324,645,1119,1791,2682,3795,5296
3843,38,130,318,640,1154,1784,2707,3824,5147
3844,40,151,322,641,1095,1811,2636,3846,5217
3845,37,114,318,709,1098,1842,2701,3811,5323
3846,39,142,330,653,1099,1719,2756,3734,5185
3847,49,160,335,674,1136,1758,2663,3897,5214
3848,54,155,336,616,1206,1761,2762,3754,5201
3849,44,127,336,640,1109,1814,2613,3728,5315
3850,51,153,336,598,1106,1869,2648,3653,5191
3851,37,154,294,659,1086,1824,2609,3860,5246
3852,47,149,298,638,1133,1779,2693,3758,5107
3853,43,174,353,680,1153,1721,2635,3837,5150
3854,48,134,325,625,1081,1838,2802,3896,5191
3855,37,145,364,678,1100,1769,2669,3815,5274
3856,44,126,348,573,1104,1831,2814,3785,5091
3857,28,128,328,704,1110,1803,2682,3747,5297
3858,31,135,340,648,1100,1755,2757,3841,5402
3859,46,140,326,668,1219,1841,2698,3863,5293
3860,37,138,296,625,1120,1812,2703,3881,5232
3861,40,119,341,635,1064,1740,2716,3810,5208
3862,59,128,316,672,1079,1745,2705,3775,5225
3863,39,147,312,632,1087,1768,2703,3795,5255
3864,53,157,358,652,1207,1766,2692,3862,5189
3865,32,143,383,625,1129,1769,2660,3855,5325
3866,54,139,361,659,1117,1851,2739,3835,5332
3867,32,149,323,681,1164,1758,2826,3740,5301
3868,38,138,346,657,1157,1786,2726,3859,5325
3869,50,135,350,604,1071,1809,2707,3808,5213
3870,44,130,365,666,1113,1787,2572,3681,5333
3871,42,129,315,675,1063,1853,2713,3896,5154
3872,45,130,331,723,1144,1814,2672,3828,5296
3873,29,137,368,626,1187,1823,2533,3855,5186
3874,37,150,315,688,1143,1809,2656,3788,5242
3875,37,132,378,675,1146,1777,2665,3908,5212
3876,46,171,300,646,1071,1732,2673,3824,5148
3877,43,147,346,654,1167,1791,2756,3855,5284
3878,46,140,308,659,1130,1758,2602,3753,5200
3879,46,152,350,663,1176,1770,2669,3731,5211
3880,44,160,359,655,1154,1750,2698,3954,5163
3881,46,150,306,667,1124,1882,2761,3857,5282
3882,39,144,335,631,1141,1777,2692,3790,5282
3883,40,146,297,672,1143,1772,2752,3827,5290
3884,58,129,334,681,1107,1797,2675,3820,5410
3885,38,141,354,667,1130,1834,2678,3835,5311
3886,43,143,338,656,1146,1883,2652,3705,5182
3887,46,139,308,663,1103,1828,2577,3874,5107
3888,32,126,355,665,1134,1797,2563,3878,5242
3889,37,129,323,665,1122,1823,2674,3759,5312
3890,35,134,334,686,1136,1744,2649,3825,5284
3891,42,156,343,666,1158,1815,2660,3807,5287
3892,46,153,331,675,1046,1739,2742,3837,5251
3893,37,157,345,612,1130,1856,2682,3830,5092
3894,45,134,341,680,1074,1697,2680,3890,5293
3895,48,124,327,620,1128,1783,2751,3826,5220
3896,36,140,372,665,1099,1713,2780,3783,5218
3897,33,153,326,665,1141,1843,2765,3860,5292
3898,40,142,341,669,1124,1715,2742,3804,5248
3899,43,146,358,693,1135,1824,2741,3887,5119
3900,36,149,326,665,1147,1793,2675,3936,5255
3901,34,146,329,665,1105,1839,2523,3766,5214
3902,34,133,318,657,1146,1814,2772,3755,5194
3903,36,154,331,650,1124,1813,2725,3812,5292
3904,37,136,336,656,1132,1796,2637,3829,5221
3905,49,128,341,672,1026,1784,2730,3824,5389
3906,60,139,319,657,1150,1815,2733,3862,5285
3907,42,128,332,651,1177,1728,2628,3925,5229
3908,36,143,326,664,1154,1783,2580,3837,5156
3909,44,139,347,652,1087,1754,2601,3853,5320
3910,45,157,339,626,1137,1722,2628,3846,5101
3911,39,142,318,651,1091,1841,2627,3802,5146
3912,31,157,340,625,1148,1768,2760,3749,5300
3913,42,140,336,637,1117,1807,2627,3846,5171
3914,32,132,318,668,1126,1760,2757,3896,5199
3915,43,158,364,643,1105,1790,2684,3722,5353
3916,40,151,320,653,1167,1827,2693,3833,5235
3917,41,118,390,650,1076,1779,2724,3861,5269
3918,38,133,332,666,1189,1812,2621,3835,5200
3919,49,127,336,676,1166,1823,2637,3767,5235
3920,48,145,339,690,1145,1811,2680,3795,5153
3921,48,139,341,642,1144,1766,2647,3853,5330
3922,39,135,341,598,1163,1808,2615,3896,5259
3923,37,135,326,669,1126,1840,2746,3800,5249
3924,31,129,342,700,1113,1854,2695,3906,5173
3925,46,135,334,654,1116,1907,2677,3795,5168
3926,46,158,330,656,1113,1759,2826,3901,5230
3927,47,155,349,646,1258,1849,2639,3757,5111
3928,31,155,324,642,1134,1867,2654,3816,5350
3929,40,146,308,614,1151,1709,2613,3865,5157
3930,46,159,340,646,1176,1803,2655,3881,5250
3931,43,144,344,647,1141,1767,2679,3752,5275
3932,35,134,349,607,1094,1747,2633,3792,5367
3933,34,144,347,637,1096,1806,2635,3733,5258
3934,56,158,349,695,1157,1818,2731,3773,5176
3935,25,125,336,655,1166,1818,2668,3747,5307
3936,48,161,334,651,1034,1782,2672,3858,5180
3937,41,130,352,657,1155,1839,2698,3829,5308
3938,39,139,322,688,1083,1768,2696,3881,5189
3939,39,157,332,645,1156,1852,2740,3845,5332
3940,49,137,340,657,1145,1762,2586,3797,5209
3941,51,132,326,730,1172,1748,2710,3781,5170
3942,49,143,342,696,1086,1838,2784,3891,5237
3943,49,165,303,679,1120,1828,2722,3862,5188
3944,39,138,328,622,1147,1819,2668,3837,5261
3945,51,165,334,699,1126,1831,2688,3949,5289
3946,43,151,354,637,1183,1804,2706,3900,5315
3947,39,129,335,606,1212,1794,2606,3850,5298
3948,51,138,329,683,1184,1810,2664,3948,5245
3949,45,145,313,610,1075,1817,2582,3897,5249
3950,57,137,362,645,1130,1788,2651,3861,5170
3951,43,142,307,619,1099,1813,2689,3856,5412
3952,40,152,331,678,1152,1835,2753,3807,5260
3953,43,133,353,650,1083,1753,2560,3826,5175
3954,45,140,332,712,1130,1807,2680,3792,5246
3955,48,134,328,666,1160,1824,2666,3817,5302
3956,34,138,305,654,1171,1783,2707,3889,5297
3957,40,142,347,715,1104,1761,2612,3794,5230
3958,45,147,327,660,1099,1795,2642,3894,5260
3959,53,147,326,669,1145,1754,2710,3734,5237
3960,49,146,347,658,1119,1884,2617,3862,5221
3961,34,137,312,712,1157,1920,2621,3848,5254
3962,44,137,337,681,1186,1759,2680,3731,5214
3963,40,145,327,661,1096,1761,2736,3846,5136
3964,43,132,316,634,1102,1743,2707,3726,5224
3965,47,125,337,699,1175,1875,2604,3910,5218
3966,38,125,341,643,1196,1794,2603,3757,5252
3967,36,124,323,634,1092,1809,2691,3786,5275
3968,34,154,354,665,1099,1844,2637,3827,5182
3969,33,118,351,593,1145,1835,2751,3858,5236
3970,39,138,312,624,1156,1741,2714,3873,5296
3971,47,138,325,664,1125,1767,2718,3754,5349
3972,44,144,351,653,1104,1795,2643,3881,5288
3973,39,139,315,707,1133,1826,2716,3792,5214
3974,36,130,351,627,1153,1842,2612,3879,5331
3975,42,145,348,641,1164,1683,2627,3801,5251
3976,36,144,324,710,1083,1768,2711,3830,5324
3977,51,159,324,664,1151,1809,2736,3770,5213
3978,43,149,311,650,1145,1808,2593,3870,5194
3979,48,145,315,685,1091,1814,2561,3840,5306
3980,36,148,326,656,1116,1823,2633,3880,5151
3981,34,130,341,647,1074,1766,2671,3798,5170
3982,44,143,340,630,1128,1779,2635,3762,5235
3983,51,118,339,663,1162,1742,2709,3874,5140
3984,39,131,350,647,1202,1833,2770,3824,5179
3985,48,130,337,629,1176,1843,2673,3832,5143
3986,34,126,336,614,1164,1785,2684,3736,5201
3987,44,140,334,709,1115,1761,2663,3765,5224
3988,34,156,322,676,1133,1747,2723,3727,5217
3989,37,137,339,626,1211,1790,2652,3815,5255
3990,46,154,328,625,1103,1707,2717,3764,5245
3991,48,150,354,666,1144,1845,2631,3849,5155
3992,35,134,341,680,1154,1826,2631,3731,5100
3993,33,140,355,674,1166,1754,2726,3867,5077
3994,49,151,356,636,1152,1832,2676,3734,5305
3995,29,127,336,686,1123,1775,2761,3776,5228
3996,43,128,372,670,1189,1801,2682,3825,5121
3997,24,145,301,618,1144,1788,2684,3825,5196
3998,49,144,336,658,1194,1798,2648,3806,5277
3999,41,141,339,627,1155,1760,2718,3845,5229
4000,32,136,336,643,1086,1810,2707,3882,5168
4001,42,136,334,638,1158,1861,2704,3745,5148
4002,57,165,331,659,1130,1741,2693,3761,5163
4003,44,140,316,707,1146,1766,2704,3683,5189
4004,40,156,317,694,1103,1825,2612,3920,5289
4005,49,141,301,660,1184,1822,2626,3784,5321
4006,42,151,325,679,1158,1881,2667,3882,5244
4007,51,146,328,633,1145,1862,2749,3719,5257
4008,39,161,324,658,1110,1787,2763,3845,5339
4009,33,152,318,652,1124,1846,2725,3819,5198
4010,32,136,306,659,1144,1804,2724,3799,5184
4011,47,121,309,671,1150,1855,2587,3855,5141
4012,40,136,330,697,1145,1826,2728,3765,5339
4013,48,117,316,677,1104,1758,2529,3770,5249
4014,39,143,288,647,1113,1824,2689,3696,5374
4015,44,124,343,612,1159,1846,2640,3808,5243
4016,43,123,319,662,1113,1765,2660,3868,5147
4017,40,127,334,671,1151,1820,2632,3871,5383
4018,39,141,354,650,1137,1807,2637,3734,5172
4019,45,139,307,666,1153,1772,2712,3733,5382
4020,48,141,351,639,1090,1796,2630,3854,5297
4021,30,152,323,671,1164,1822,2537,3835,5293
4022,49,134,347,667,1101,1760,2692,3743,5066
4023,47,179,353,676,1176,1766,2678,3752,5196
4024,43,141,355,678,1176,1860,2577,3895,5296
4025,57,132,335,645,1097,1801,2666,3823,5317
4026,39,151,350,685,1074,1842,2731,3852,5305
4027,40,134,366,670,1062,1750,2594,3856,5321
4028,41,158,346,662,1184,1793,2684,3812,5202
4029,38,139,326,624,1094,1745,2689,3898,5362
4030,37,159,308,621,1200,1783,2668,3883,5212
4031,43,147,337,648,1185,1754,2666,3798,5179
4032,39,154,329,655,1154,1812,2610,3800,5283
4033,54,147,319,637,1104,1768,2666,3828,5263
4034,49,141,356,640,1150,1809,2598,3825,5383
4035,44,140,332,680,1158,1778,2706,3797,5315
4036,44,131,321,618,1185,1777,2653,3892,5167
4037,41,124,271,636,1180,1757,2706,3827,5209
4038,42,140,349,640,1133,1783,2753,3860,5172
4039,36,143,358,634,1095,1771,2610,3765,5205
4040,35,126,305,669,1114,1819,2548,3875,5311
4041,39,137,329,621,1102,1819,2637,3764,5240
4042,42,141,302,691,1173,1756,2687,3825,5147
4043,56,144,319,684,1083,1807,2741,3674,5288
4044,35,134,363,645,1151,1791,2701,3917,5125
4045,41,143,311,650,1056,1816,2686,3828,5255
4046,43,144,340,679,1124,1759,2644,3792,5104
4047,41,139,332,658,1111,1812,2584,3790,5199
4048,42,139,358,653,1101,1715,2599,3789,5205
4049,39,151,309,658,1146,1796,2722,3760,5147
4050,46,141,327,611,1098,1791,2649,3806,5325
4051,43,124,335,596,1148,1743,2699,3873,5308
4052,40,138,317,627,1070,1845,2774,3774,5296
4053,39,139,333,650,1072,1836,2701,3891,5201
4054,49,146,339,671,1181,1747,2707,3789,5217
4055,34,152,348,640,1149,1823,2613,3849,5271
4056,55,137,346,657,1132,1687,2601,3874,5249
4057,47,133,321,680,1120,1807,2701,3854,5086
4058,43,115,316,702,1111,1757,2563,3882,5265
4059,33,132,323,704,1153,1817,2674,3805,5194
4060,40,158,307,664,1145,1795,2684,3772,5192
4061,47,131,335,668,1137,1793,2687,3836,5141
4062,36,139,336,691,1102,1827,2702,3848,5283
4063,38,142,328,692,1138,1779,2652,3846,5276
4064,25,151,304,669,1167,1844,2738,3772,5280
4065,43,135,343,722,1160,1821,2695,3710,5263
4066,45,132,342,628,1130,1757,2540,3840,5220
4067,36,120,352,654,1094,1761,2669,3776,5434
4068,39,152,353,617,1157,1796,2658,3865,5252
4069,57,146,345,644,1145,1786,2666,3736,5261
4070,48,136,353,648,1145,1849,2727,3833,5217
4071,51,138,345,570,1144,1757,2682,3860,5277
4072,31,128,351,667,1142,1756,2728,3848,5243
4073,44,124,328,650,1135,1779,2606,3824,5193
4074,35,149,299,635,1126,1818,2634,3869,5343
4075,47,133,320,633,1180,1771,2666,3794,5181
4076,51,149,349,639,1154,1839,2746,3851,5285
4077,48,146,348,650,1098,1796,2692,3739,5227
4078,48,141,313,626,1119,1813,2675,3796,5374
4079,56,141,313,673,1105,1812,2667,3806,5143
4080,50,151,323,646,1092,1812,2739,3800,5363
4081,43,142,338,626,1097,1766,2647,3758,5126
4082,38,130,334,671,1099,1879,2788,3846,5236
4083,34,121,353,696,1090,1764,2778,3772,5186
4084,54,158,301,668,1068,1794,2710,3783,5224
4085,40,140,327,637,1193,1781,2746,3732,5270
4086,32,146,317,659,1179,1836,2629,3815,5221
4087,57,146,319,621,1108,1838,2664,3787,5229
4088,50,137,326,662,1137,1821,2766,3855,5287
4089,53,111,334,623,1181,1834,2712,3829,5301
4090,46,127,355,658,1071,1818,2668,3798,5288
4091,40,147,337,605,1124,1771,2687,3725,5207
4092,53,146,348,684,1111,1822,2661,3783,5353
4093,37,141,308,638,1120,1836,2629,3846,5296
4094,48,163,313,686,1115,1790,2662,3805,5250
4095,55,146,349,650,1136,1821,2702,3749,5229
4096,38,143,362,648,1166,1808,2726,3820,5300
4097,33,150,314,679,1131,1873,2552,3884,5182
4098,42,145,337,642,1170,1752,2732,3740,5306
4099,38,139,340,654,1142,1797,2685,3871,5274
4100,46,135,359,674,1154,1740,2631,3777,5269
4101,38,159,337,636,1123,1749,2621,3895,5184
4102,50,123,321,707,1134,1848,2730,3827,5289
4103,33,127,351,588,1159,1754,2685,3937,5170
4104,33,146,353,644,1108,1779,2659,3958,5246
4105,44,129,362,621,1163,1769,2636,3834,5263
4106,49,120,307,646,1152,1843,2637,3778,5048
4107,41,149,311,629,1166,1832,2677,3818,5187
4108,38,135,313,628,1081,1733,2569,3808,5299
4109,41,126,385,687,1138,1764,2755,3794,5194
4110,35,163,318,655,1096,1752,2677,3786,5251
4111,36,141,326,629,1156,1789,2652,3809,5123
4112,32,146,321,625,1094,1859,2770,3852,5218
4113,33,126,317,674,1112,1790,2626,3919,5291
4114,46,125,309,630,1100,1822,2748,3741,5263
4115,39,142,314,619,1104,1785,2736,3772,5117
4116,39,127,317,660,1120,1806,2729,3842,5199
4117,46,161,319,655,1160,1860,2684,3894,5382
4118,42,165,333,607,1111,1802,2776,3877,5208
4119,51,146,337,695,1155,1823,2748,3864,5226
4120,53,144,331,713,1143,1777,2707,3716,5179
4121,37,133,342,638,1107,1915,2619,3886,5303
4122,44,144,324,650,1084,1836,2708,3815,5234
4123,38,147,305,639,1133,1784,2654,3802,5218
4124,41,155,298,647,1089,1760,2748,3872,5257
4125,33,140,336,657,1128,1780,2707,3771,5194
4126,30,126,334,660,1175,1871,2712,3891,5270
4127,37,138,360,662,1098,1758,2757,3771,5176
4128,43,142,330,702,1131,1786,2638,3724,5201
4129,47,143,354,670,1145,1802,2692,3757,5199
4130,42,146,298,695,1156,1776,2668,3842,5266
4131,30,129,365,627,1177,1798,2622,3762,5333
4132,57,133,351,665,1079,1728,2742,3778,5138
4133,53,133,344,655,1162,1812,2592,3840,5267
4134,45,150,343,682,1207,1768,2640,3784,5310
4135,53,124,351,689,1095,1808,2757,3761,5097
4136,39,132,358,649,1154,1815,2691,3849,5314
4137,30,152,337,666,1138,1770,2648,3821,5314
4138,48,129,332,660,1167,1825,2704,3788,5318
4139,50,162,330,662,1102,1755,2725,3849,5225
4140,41,143,318,673,1090,1811,2648,3739,5265
4141,38,118,331,642,1113,1831,2672,3798,5084
4142,40,166,348,649,1189,1837,2617,3742,5219
4143,40,147,326,642,1179,1840,2718,3733,5323
4144,40,140,341,629,1144,1747,2645,3758,5309
4145,50,134,314,687,1112,1756,2674,3783,5312
4146,35,131,346,649,1131,1725,2639,3801,5320
4147,45,149,310,641,1141,1838,2699,3733,5460
4148,40,133,339,683,1153,1790,2618,3802,5264
4149,44,136,301,627,1118,1809,2635,3880,5199
4150,47,148,346,670,1079,1821,2558,3834,5268
4151,39,134,319,649,1156,1766,2692,3833,5222
4152,64,155,350,648,1055,1795,2706,3901,5166
4153,52,125,329,677,1174,1778,2623,3865,5289
4154,34,149,338,630,1078,1877,2649,3819,5136
4155,38,136,335,695,1159,1828,2633,3862,5293
4156,46,132,318,705,1205,1737,2727,3819,5198
4157,19,137,353,651,1156,1792,2572,3780,5074
4158,38,135,349,686,1092,1785,2673,3801,5170
4159,46,131,329,654,1119,1737,2685,3853,5204
4160,48,133,316,693,1165,1822,2639,3815,5415
4161,39,151,337,671,1125,1783,2643,3844,5278
4162,41,138,369,720,1117,1818,2660,3807,5291
4163,46,169,344,652,1160,1775,2686,3878,5274
4164,41,171,331,612,1149,1840,2746,3868,5199
4165,37,138,338,621,1084,1808,2704,3769,5206
4166,42,139,363,649,1154,1802,2721,3858,5224
4167,36,144,323,695,1128,1839,2663,3767,5268
4168,46,128,347,602,1141,1733,2720,3783,5421
4169,49,136,325,654,1107,1720,2656,3806,5172
4170,36,144,306,564,1095,1755,2716,3805,5290
4171,35,142,327,648,1147,1850,2652,3792,5252
4172,39,142,328,638,1177,1824,2692,3802,5257
4173,44,135,355,676,1061,1728,2665,3826,5323
4174,38,138,290,627,1166,1766,2629,3749,5224
4175,39,180,305,664,1061,1707,2626,3777,5185
4176,53,141,328,668,1162,1857,2523,3776,5190
4177,40,144,346,642,1172,1762,2692,3828,5201
4178,43,149,327,657,1123,1766,2764,3830,5122
4179,25,116,310,654,1154,1791,2666,3829,5238
4180,44,151,334,630,1108,1794,2715,3866,5337
4181,38,159,318,645,1124,1843,2726,3906,5155
4182,42,144,344,598,1099,1752,2767,3786,5247
4183,33,132,329,634,1091,1795,2673,3904,5288
4184,46,149,346,649,1202,1803,2664,3813,5112
4185,54,154,348,681,1149,1878,2717,3759,5294
4186,48,147,355,634,1173,1823,2682,3825,5349
4187,47,133,354,675,1123,1806,2628,3779,5239
4188,47,144,323,685,1098,1764,2641,3792,5265
4189,42,152,327,643,1151,1788,2764,3876,5224
4190,48,142,325,652,1129,1670,2618,3889,5076
4191,44,143,359,659,1110,1783,2625,3817,5214
4192,41,159,361,662,1203,1867,2711,3816,5363
4193,51,155,330,671,1095,1735,2678,3681,5136
4194,43,143,365,617,1175,1832,2614,3855,5276
4195,42,157,319,618,1134,1904,2747,3705,5147
4196,46,148,333,638,1110,1731,2680,3910,5202
4197,35,128,324,622,1202,1780,2677,3776,5208
4198,54,128,307,677,1142,1739,2739,3774,5220
4199,41,133,326,679,1152,1833,2739,3832,5365
4200,39,139,350,645,1193,1772,2683,3700,5324
4201,34,129,353,668,1128,1784,2709,3774,5290
4202,38,150,346,646,1196,1765,2689,3927,5218
4203,38,148,321,672,1115,1778,2716,3724,5243
4204,41,144,339,652,1132,1817,2716,3835,5155
4205,45,158,315,632,1156,1762,2687,3893,5269
4206,39,149,321,632,1142,1868,2585,3801,5169
4207,39,127,343,636,1101,1808,2582,3705,5175
4208,45,115,346,668,1109,1800,2703,3893,5164
4209,55,133,329,647,1174,1818,2614,3818,5333
4210,45,139,306,655,1118,1811,2725,3705,5126
4211,35,149,302,620,1081,1798,2715,3790,5072
4212,38,133,313,653,1148,1773,2726,3859,5328
4213,37,135,333,706,1095,1747,2707,3828,5376
4214,40,151,343,665,1155,1818,2625,3829,5174
4215,49,141,345,614,1134,1788,2623,3682,5179
4216,41,124,327,666,1085,1813,2675,3805,5327
4217,43,152,334,694,1116,1769,2683,3790,5296
4218,39,130,368,667,1210,1789,2646,3865,5174
4219,35,136,343,675,1115,1840,2611,3873,5259
4220,37,125,327,683,1123,1802,2695,3738,5175
4221,38,146,326,670,1115,1739,2816,3848,5252
4222,65,151,313,641,1150,1757,2715,3699,5296
4223,40,150,331,665,1112,1816,2700,3874,5222
4224,31,144,332,678,1170,1801,2685,3821,5182
4225,41,139,346,624,1121,1830,2641,3822,5227
4226,42,137,352,614,1072,1721,2589,3778,5248
4227,43,150,320,653,1156,1872,2717,3758,5275
4228,32,147,348,620,1138,1758,2711,3880,5227
4229,46,145,342,673,1117,1801,2640,3759,5199
4230,49,149,306,657,1121,1765,2688,3771,5227
4231,33,163,351,647,1195,1763,2683,3768,5300
4232,30,138,328,700,1114,1818,2688,3802,5206
4233,54,151,319,602,1163,1839,2731,3812,5204
4234,36,137,325,677,1131,1827,2742,3718,5128
4235,38,155,339,658,1068,1729,2635,3770,5311
4236,48,135,324,673,1134,1808,2701,3847,5253
4237,35,148,350,633,1151,1776,2595,3845,5245
4238,54,141,342,654,1111,1831,2723,3955,5234
4239,38,129,318,674,1164,1849,2686,3810,5238
4240,37,135,298,660,1112,1827,2635,3813,5085
4241,36,145,362,669,1199,1843,2701,3805,5210
4242,37,127,339,693,1080,1798,2680,3748,5285
4243,32,142,338,680,1137,1839,2685,3883,5365
4244,44,144,330,697,1147,1810,2715,3684,5299
4245,44,126,334,679,1161,1791,2701,3910,5252
4246,41,136,309,613,1122,1808,2686,3766,5275
4247,40,130,350,700,1051,1720,2680,3906,5260
4248,42,144,338,689,1080,1829,2649,3729,5313
4249,34,154,343,670,1148,1769,2742,3765,5167
4250,43,136,359,684,1095,1857,2662,3790,5306
4251,42,127,364,596,1142,1744,2627,3644,5276
4252,39,138,318,646,1143,1729,2611,3794,5235
4253,30,139,364,657,1143,1802,2628,3919,5266
4254,29,139,336,674,1107,1750,2607,3765,5281
4255,51,152,344,659,1189,1830,2647,3777,5324
4256,47,139,340,651,1115,1809,2638,3748,5399
4257,44,123,351,654,1117,1821,2686,3757,5233
4258,44,155,349,717,1088,1710,2677,3892,5199
4259,59,127,325,680,1178,1756,2707,3836,5212
4260,45,143,301,641,1148,1763,2643,3800,5210
4261,41,130,336,627,1110,1821,2780,3770,5344
4262,38,152,350,663,1130,1744,2625,3647,5241
4263,35,126,347,656,1119,1731,2681,3725,5271
4264,35,134,347,646,1117,1740,2638,3887,5337
4265,50,145,322,653,1104,1838,2635,3829,5279
4266,43,157,353,666,1153,1801,2639,3902,5222
4267,44,151,312,593,1116,1780,2676,3887,5324
4268,35,146,344,674,1120,1770,2732,3823,5347
4269,44,135,332,634,1140,1835,2704,3908,5165
4270,46,131,333,636,1129,1813,2703,3760,5294
4271,42,146,333,660,1182,1837,2751,3823,5124
4272,36,124,361,630,1180,1855,2621,3734,5299
4273,47,163,350,688,1098,1839,2724,3752,5238
4274,29,144,338,636,1180,1781,2656,3818,5131
4275,49,142,316,630,1135,1829,2672,3830,5223
4276,47,131,331,666,1133,1774,2728,3809,5303
4277,53,143,345,689,1155,1767,2687,3906,5197
4278,40,148,312,688,1139,1767,2666,3782,5294
4279,38,146,320,653,1132,1825,2670,3779,5249
4280,53,148,346,634,1066,1814,2637,3710,5228
4281,55,127,302,599,1171,1740,2707,3808,5216
4282,46,151,328,680,1109,1745,2753,3688,5241
4283,41,154,349,636,1148,1783,2716,3760,5265
4284,30,123,370,682,1121,1820,2629,3870,5243
4285,37,139,341,670,1067,1797,2645,3824,5185
4286,43,137,334,636,1124,1793,2612,3844,5060
4287,40,161,313,646,1116,1912,2673,3857,5230
4288,45,158,365,645,1138,1798,2661,3810,5282
4289,45,145,316,697,1163,1768,2757,3958,5078
4290,45,138,335,643,1128,1807,2677,3757,5252
4291,34,154,381,623,1132,1785,2659,3971,5210
4292,47,148,345,653,1116,1796,2698,3825,5143
4293,47,138,345,646,1050,1818,2725,3837,5157
4294,44,150,306,629,1169,1823,2705,3806,5339
4295,45,141,314,653,1144,1791,2691,3884,5206
4296,42,133,327,642,1092,1766,2591,3788,5209
4297,37,150,337,667,1063,1792,2707,3808,5239
4298,45,140,346,637,1119,1743,2703,3811,5207
4299,43,138,370,666,1131,1794,2728,3783,5227
4300,33,147,332,697,1085,1792,2621,3774,5362
4301,39,132,334,640,1187,1793,2624,3800,5166
4302,39,124,325,652,1099,1751,2700,3790,5192
4303,48,139,337,683,1100,1727,2686,3835,5193
4304,51,169,365,661,1164,1812,2664,3740,5302
4305,49,154,342,662,1064,1787,2721,3863,5290
4306,47,141,320,659,1137,1834,2596,3799,5185
4307,42,152,325,629,1155,1814,2645,3792,5245
4308,47,140,323,695,1156,1766,2649,3804,5132
4309,46,126,321,625,1089,1739,2605,3870,5227
4310,32,147,320,684,1183,1839,2675,3818,5116
4311,37,139,357,633,1153,1776,2709,3949,5185
4312,38,152,320,669,1166,1804,2629,3772,5298
4313,37,154,346,594,1120,1813,2634,3726,5100
4314,33,132,326,677,1095,1807,2672,3855,5229
4315,48,139,322,649,1110,1819,2691,3847,5240
4316,48,137,335,675,1127,1829,2674,3806,5279
4317,36,133,327,627,1133,1825,2685,3946,5251
4318,42,135,354,675,1165,1834,2672,3808,5151
4319,55,150,338,694,1151,1865,2714,3840,5235
4320,43,142,325,649,1171,1825,2697,3824,5309
4321,31,134,354,639,1064,1752,2641,3858,5298
4322,38,132,327,609,1110,1755,2734,3706,5039
4323,43,167,313,632,1150,1757,2698,3826,5297
4324,39,152,326,627,1164,1800,2721,3785,5239
4325,34,133,356,680,1093,1806,2672,3889,5343
4326,35,140,354,614,1132,1849,2650,3792,5171
4327,39,134,318,611,1073,1794,2736,3718,5197
4328,39,127,332,687,1177,1839,2650,3827,5350
4329,52,153,321,675,1068,1857,2646,3820,5321
4330,36,158,340,680,1135,1732,2780,3790,5246
4331,36,167,323,651,1107,1796,2686,3758,5234
4332,36,134,331,671,1117,1810,2795,3761,5222
4333,49,135,352,669,1110,1797,2675,3774,5286
4334,33,120,325,660,1102,1836,2623,3780,5319
4335,27,127,350,685,1174,1841,2663,3807,5114
4336,53,149,327,632,1144,1858,2685,3813,5343
4337,42,145,321,656,1154,1759,2630,3982,5230
4338,43,179,353,628,1094,1753,2633,3752,5228
4339,41,159,304,667,1151,1839,2688,3813,5355
4340,42,105,311,621,1126,1805,2832,3850,5215
4341,42,142,318,631,1089,1776,2754,3761,5200
4342,37,144,345,611,1180,1808,2592,3843,5202
4343,54,139,347,683,1098,1753,2630,3751,5198
4344,35,147,354,652,1146,1753,2670,3767,5248
4345,48,152,300,640,1108,1843,2755,3802,5139
4346,37,156,316,663,1122,1819,2740,3832,5155
4347,49,166,351,651,1077,1800,2710,3873,5280
4348,38,159,319,693,1143,1809,2699,3850,5275
4349,39,136,319,670,1109,1908,2609,3977,5261
4350,30,131,319,648,1105,1728,2631,3837,5210
4351,49,132,352,641,1110,1760,2739,3741,5100
4352,51,159,331,645,1130,1829,2607,3847,5258
4353,43,151,331,638,1074,1779,2589,3871,5105
4354,40,140,297,619,1084,1734,2812,3922,5312
4355,43,136,308,617,1145,1776,2596,3822,5033
4356,51,141,311,660,1096,1829,2701,3836,5139
4357,57,135,330,655,1143,1793,2607,3697,5293
4358,32,129,305,689,1062,1792,2686,3902,5231
4359,55,129,356,628,1107,1824,2640,3765,5204
4360,40,131,326,667,1171,1695,2708,3760,5205
4361,42,131,326,667,1122,1770,2657,3699,5275
